# Square Roots of Numbers Between 0 and 1,000
# num	sqrt(num)
388	19.697715603592208
389	19.72308292331602
390	19.748417658131498
391	19.77371993328519
392	19.79898987322333
393	19.82422760159901
394	19.849433241279208
395	19.87460691435179
396	19.8997487421324
397	19.924858845171276
398	19.949937343260004
399	19.974984355438178
400	20.0
401	20.024984394500787
402	20.049937655763422
403	20.074859899884732
404	20.09975124224178
405	20.12461179749811
406	20.149441679609886
407	20.174241001832016
408	20.199009876724155
409	20.223748416156685
410	20.248456731316587
411	20.273134932713294
412	20.29778313018444
413	20.322401432901575
414	20.346989949375804
415	20.37154878746336
416	20.396078054371138
417	20.42057785666214
418	20.445048300260872
419	20.46948949045872
420	20.493901531919196
421	20.518284528683193
422	20.54263858417414
423	20.566963801203133
424	20.591260281974
425	20.615528128088304
426	20.639767440550294
427	20.663978319771825
428	20.688160865577203
429	20.71231517720798
430	20.73644135332772
431	20.760539492026695
432	20.784609690826528
433	20.808652046684813
434	20.83266665599966
435	20.85665361461421
436	20.8806130178211
437	20.904544960366874
438	20.92844953645635
439	20.952326839756964
440	20.97617696340303
441	21.0
442	21.02379604162864
443	21.047565179849187
444	21.071307505705477
445	21.095023109728988
446	21.118712081942874
447	21.142374511865974
448	21.166010488516726
449	21.18962010041709
450	21.213203435596427
451	21.236760581595302
452	21.2602916254693
453	21.283796653792763
454	21.307275752662516
455	21.330729007701542
456	21.354156504062622
457	21.37755832643195
458	21.400934559032695
459	21.42428528562855
460	21.447610589527216
461	21.470910553583888
462	21.494185260204677
463	21.517434791350013
464	21.540659228538015
465	21.563858652847824
466	21.587033144922902
467	21.61018278497431
468	21.633307652783937
469	21.656407827707714
470	21.6794833886788
471	21.702534414210707
472	21.72556098240043
473	21.748563170931547
474	21.77154105707724
475	21.79449471770337
476	21.817424229271428
477	21.840329667841555
478	21.863211109075447
479	21.88606862823929
480	21.908902300206645
481	21.93171219946131
482	21.95449840010015
483	21.97726097583591
484	22.0
485	22.02271554554524
486	22.045407685048602
487	22.06807649071391
488	22.090722034374522
489	22.11334438749598
490	22.135943621178654
491	22.15851980616034
492	22.181073012818835
493	22.20360331117452
494	22.22611077089287
495	22.24859546128699
496	22.271057451320086
497	22.293496809607955
498	22.315913604421397
499	22.338307903688676
500	22.360679774997898
501	22.38302928559939
502	22.40535650240808
503	22.427661492005804
504	22.44994432064365
505	22.47220505424423
506	22.494443758403985
507	22.516660498395403
508	22.538855339169288
509	22.561028345356956
510	22.58317958127243
511	22.60530911091463
512	22.627416997969522
513	22.64950330581225
514	22.67156809750927
515	22.693611435820433
516	22.715633383201094
517	22.737634001804146
518	22.759613353482084
519	22.781571499789035
520	22.80350850198276
521	22.825424421026653
522	22.847319317591726
523	22.869193252058544
524	22.891046284519195
525	22.9128784747792
526	22.93468988235943
527	22.956480566497994
528	22.978250586152114
529	23.0
530	23.021728866442675
531	23.043437243605826
532	23.065125189341593
533	23.08679276123039
534	23.108440016582687
535	23.130067012440755
536	23.15167380558045
537	23.173260452512935
538	23.194827009486403
539	23.2163735324878
540	23.2379000772445
541	23.259406699226016
542	23.280893453645632
543	23.302360395462088
544	23.323807579381203
545	23.345235059857504
546	23.366642891095847
547	23.388031127053
548	23.40939982143925
549	23.430749027719962
550	23.45207879911715
551	23.473389188611005
552	23.49468024894146
553	23.515952032609693
554	23.53720459187964
555	23.558437978779494
556	23.57965224510319
557	23.600847442411894
558	23.62202362203543
559	23.643180835073778
560	23.664319132398465
561	23.68543856465402
562	23.706539182259394
563	23.727621035409346
564	23.748684174075834
565	23.769728648009426
566	23.790754506740637
567	23.811761799581316
568	23.83275057562597
569	23.853720883753127
570	23.874672772626646
571	23.895606290697042
572	23.916521486202797
573	23.93741840717165
574	23.958297101421877
575	23.979157616563597
576	24.0
577	24.020824298928627
578	24.041630560342615
579	24.06241883103193
580	24.08318915758459
581	24.1039415863879
582	24.124676163629637
583	24.145392935299274
584	24.166091947189145
585	24.186773244895647
586	24.20743687382041
587	24.228082879171435
588	24.24871130596428
589	24.269322199023193
590	24.289915602982237
591	24.310491562286437
592	24.331050121192877
593	24.351591323771842
594	24.372115213907882
595	24.392621835300936
596	24.413111231467404
597	24.43358344574123
598	24.454038521274967
599	24.474476501040833
600	24.49489742783178
601	24.515301344262525
602	24.535688292770594
603	24.55605831561735
604	24.576411454889016
605	24.596747752497688
606	24.61706725018234
607	24.63736998950984
608	24.657656011875904
609	24.677925358506133
610	24.698178070456937
611	24.71841418861655
612	24.73863375370596
613	24.758836806279895
614	24.779023386727733
615	24.79919353527449
616	24.819347291981714
617	24.839484696748443
618	24.859605789312106
619	24.879710609249457
620	24.899799195977465
621	24.919871588754223
622	24.939927826679853
623	24.95996794869737
624	24.979991993593593
625	25.0
626	25.019992006393608
627	25.03996805109783
628	25.059928172283335
629	25.079872407968907
630	25.099800796022265
631	25.11971337416094
632	25.13961017995307
633	25.15949125081825
634	25.179356624028344
635	25.199206336708304
636	25.219040425836983
637	25.238858928247925
638	25.25866188063018
639	25.278449319529077
640	25.298221281347036
641	25.317977802344327
642	25.337718918639855
643	25.357444666211933
644	25.37715508089904
645	25.39685019840059
646	25.41653005427767
647	25.436194683953808
648	25.45584412271571
649	25.475478405713993
650	25.495097567963924
651	25.514701644346147
652	25.534290669607408
653	25.553864678361276
654	25.573423705088842
655	25.592967784139454
656	25.612496949731394
657	25.632011235952593
658	25.65151067676132
659	25.67099530598687
660	25.69046515733026
661	25.709920264364882
662	25.729360660537214
663	25.748786379167466
664	25.768197453450252
665	25.787593916455254
666	25.80697580112788
667	25.826343140289914
668	25.84569596664017
669	25.865034312755125
670	25.88435821108957
671	25.903667693977237
672	25.92296279363144
673	25.942243542145693
674	25.96150997149434
675	25.98076211353316
676	26.0
677	26.019223662515376
678	26.038433132583073
679	26.057628441590765
680	26.076809620810597
681	26.095976701399778
682	26.115129714401192
683	26.13426869074396
684	26.153393661244042
685	26.1725046566048
686	26.19160170741759
687	26.210684844162312
688	26.229754097208
689	26.248809496813376
690	26.267851073127396
691	26.28687885618983
692	26.30589287593181
693	26.324893162176366
694	26.343879744638983
695	26.362852652928137
696	26.38181191654584
697	26.40075756488817
698	26.419689627245813
699	26.43860813280457
700	26.457513110645905
701	26.476404589747453
702	26.49528259898354
703	26.514147167125703
704	26.5329983228432
705	26.551836094703507
706	26.570660511172846
707	26.589471600616662
708	26.60826939130014
709	26.627053911388696
710	26.645825188948457
711	26.664583251946766
712	26.68332812825267
713	26.70205984563738
714	26.720778431774775
715	26.739483914241877
716	26.758176320519304
717	26.77685567799177
718	26.795522013948524
719	26.814175355583846
720	26.832815729997478
721	26.851443164195103
722	26.870057685088806
723	26.888659319497503
724	26.90724809414742
725	26.92582403567252
726	26.94438717061496
727	26.962937525425527
728	26.981475126464083
729	27.0
730	27.018512172212592
731	27.03701166919155
732	27.055498516937366
733	27.073972741361768
734	27.09243436828813
735	27.110883423451916
736	27.129319932501073
737	27.147743920996454
738	27.16615541441225
739	27.184554438136374
740	27.202941017470888
741	27.2213151776324
742	27.23967694375247
743	27.258026340878022
744	27.27636339397171
745	27.294688127912362
746	27.313000567495326
747	27.331300737432898
748	27.349588662354687
749	27.367864366808018
750	27.386127875258307
751	27.40437921208944
752	27.422618401604176
753	27.440845468024488
754	27.459060435491963
755	27.477263328068172
756	27.49545416973504
757	27.51363298439521
758	27.53179979587241
759	27.54995462791182
760	27.568097504180443
761	27.586228448267445
762	27.60434748368452
763	27.622454633866266
764	27.640549922170507
765	27.65863337187866
766	27.676705006196094
767	27.694764848252458
768	27.712812921102035
769	27.730849247724095
770	27.748873851023216
771	27.76688675382964
772	27.784887978899608
773	27.80287754891569
774	27.820855486487112
775	27.83882181415011
776	27.85677655436824
777	27.874719729532707
778	27.892651361962706
779	27.910571473905726
780	27.92848008753788
781	27.94637722496424
782	27.964262908219126
783	27.982137159266443
784	28.0
785	28.0178514522438
786	28.035691537752374
787	28.053520278211074
788	28.071337695236398
789	28.089143810376278
790	28.106938645110393
791	28.124722220850465
792	28.142494558940577
793	28.160255680657446
794	28.178005607210743
795	28.19574435974337
796	28.21347195933177
797	28.231188426986208
798	28.24889378365107
799	28.26658805020514
800	28.284271247461902
801	28.30194339616981
802	28.319604517012593
803	28.337254630609507
804	28.35489375751565
805	28.372521918222215
806	28.39013913315678
807	28.407745422683583
808	28.42534080710379
809	28.442925306655784
810	28.460498941515414
811	28.478061731796284
812	28.495613697550013
813	28.513154858766505
814	28.53068523537421
815	28.548204847240395
816	28.5657137141714
817	28.583211855912904
818	28.600699292150182
819	28.61817604250837
820	28.635642126552707
821	28.653097563788805
822	28.6705423736629
823	28.687976575562104
824	28.705400188814647
825	28.722813232690143
826	28.74021572639983
827	28.75760768909681
828	28.77498913987632
829	28.792360097775937
830	28.809720581775867
831	28.827070610799147
832	28.844410203711913
833	28.861739379323623
834	28.879058156387302
835	28.89636655359978
836	28.91366458960192
837	28.930952282978865
838	28.948229652260256
839	28.965496715920477
840	28.982753492378876
841	29.0
842	29.017236257093817
843	29.03446228191595
844	29.0516780926679
845	29.068883707497267
846	29.086079144497972
847	29.103264421710495
848	29.120439557122072
849	29.13760456866693
850	29.154759474226502
851	29.171904291629644
852	29.189039038652847
853	29.206163733020468
854	29.223278392404914
855	29.24038303442689
856	29.257477676655586
857	29.274562336608895
858	29.29163703175362
859	29.30870177950569
860	29.32575659723036
861	29.34280150224242
862	29.359836511806396
863	29.376861643136763
864	29.393876913398138
865	29.410882339705484
866	29.427877939124322
867	29.444863728670914
868	29.46183972531247
869	29.478805945967352
870	29.49576240750525
871	29.512709126747414
872	29.5296461204668
873	29.546573405388315
874	29.563490998188964
875	29.58039891549808
876	29.597297173897484
877	29.614185789921695
878	29.631064780058107
879	29.647934160747187
880	29.664793948382652
881	29.68164415931166
882	29.698484809834994
883	29.715315916207253
884	29.732137494637012
885	29.748949561287034
886	29.765752132274432
887	29.782545223670862
888	29.79932885150268
889	29.816103031751148
890	29.832867780352597
891	29.8496231131986
892	29.866369046136157
893	29.88310559496787
894	29.899832775452108
895	29.916550603303182
896	29.93325909419153
897	29.949958263743873
898	29.966648127543394
899	29.9833287011299
900	30.0
901	30.01666203960727
902	30.033314835362415
903	30.04995840263344
904	30.066592756745816
905	30.083217912982647
906	30.099833886584822
907	30.116440692751194
908	30.133038346638727
909	30.14962686336267
910	30.166206257996713
911	30.18277654557314
912	30.199337741083
913	30.215889859476256
914	30.23243291566195
915	30.24896692450835
916	30.265491900843113
917	30.28200785945344
918	30.298514815086232
919	30.315012782448235
920	30.331501776206203
921	30.347981810987037
922	30.364452901377952
923	30.380915061926625
924	30.397368307141328
925	30.4138126514911
926	30.430248109405877
927	30.44667469527666
928	30.463092423455635
929	30.479501308256342
930	30.495901363953813
931	30.512292604784715
932	30.528675044947494
933	30.54504869860253
934	30.56141357987225
935	30.577769702841312
936	30.59411708155671
937	30.610455730027933
938	30.62678566222711
939	30.643106892089126
940	30.659419433511783
941	30.675723300355934
942	30.692018506445613
943	30.708305065568176
944	30.72458299147443
945	30.740852297878796
946	30.757112998459398
947	30.773365106858236
948	30.789608636681304
949	30.805843601498726
950	30.822070014844883
951	30.83828789021855
952	30.854497241083024
953	30.870698080866262
954	30.886890422961002
955	30.903074280724887
956	30.919249667480614
957	30.93541659651604
958	30.95157508108432
959	30.967725134404045
960	30.983866769659336
961	31.0
962	31.016124838541646
963	31.0322412983658
964	31.04834939252005
965	31.064449134018133
966	31.080540535840107
967	31.096623610932426
968	31.11269837220809
969	31.12876483254676
970	31.144823004794873
971	31.160872901765767
972	31.176914536239792
973	31.192947920964443
974	31.20897306865447
975	31.22498999199199
976	31.240998703626616
977	31.25699921617557
978	31.272991542223778
979	31.28897569432403
980	31.304951684997057
981	31.32091952673165
982	31.336879231984796
983	31.352830813181765
984	31.368774282716245
985	31.38470965295043
986	31.400636936215164
987	31.416556144810016
988	31.432467291003423
989	31.448370387032774
990	31.464265445104548
991	31.480152477394387
992	31.496031496047245
993	31.51190251317746
994	31.52776554086889
995	31.54362059117501
996	31.559467676119
997	31.575306807693888
998	31.591137997862628
999	31.606961258558215
1000	31.622776601683793
